mintel_index,mintel_company,ultimate_company,compustat_conm,cosine_score,entityOne,entityTwo,Answer,Explanation
506,Bodegas Prncipe de Viana,Constellation Brands,CONSTELLATION BRANDS,0.619673897513377,Bodegas Prncipe de Viana | Constellation Brands,CONSTELLATION BRANDS,No,"Bodegas Príncipe de Viana is an independent winery and not owned by Constellation Brands, which is a large beverage company encompassing various brands."
507,Tenuta Masizzo Codroipo,Tenuta Masizzo Codroipo,FULUCAI PRODUCTIONS LTD-OLD,0.2539840444801755,Tenuta Masizzo Codroipo | Tenuta Masizzo Codroipo,FULUCAI PRODUCTIONS LTD-OLD,No,There is no indication or evidence suggesting that 'Tenuta Masizzo Codroipo' is related to or owned by 'FULUCAI PRODUCTIONS LTD-OLD'. These appear to be completely distinct entities.
508,Sanofi,Sanofi,SANOFI,0.8010598363778081,Sanofi | Sanofi,SANOFI,Yes,"The names 'Sanofi' and 'SANOFI' refer to the same company, with the difference being only in capitalization."
509,ConAgra Mills,ConAgra Foods,CONAGRA BRANDS INC,0.6885014169768625,ConAgra Mills | ConAgra Foods,CONAGRA BRANDS INC,Yes,"ConAgra Foods and ConAgra Mills are part of ConAgra Brands Inc., which is the same corporate structure after rebranding to ConAgra Brands."
510,Cervecera y Maltera Quilmes,Anheuser-Busch InBev,AMBEV SA,0.5975569892822317,Cervecera y Maltera Quilmes | Anheuser-Busch InBev,AMBEV SA,Yes,"Cervecera y Maltera Quilmes is a subsidiary of Anheuser-Busch InBev, which owns AMBEV SA, making them connected through the parent company Anheuser-Busch InBev."
511,Constellation,Constellation,CONSTELLATION BRANDS,0.5765262936318125,Constellation | Constellation,CONSTELLATION BRANDS,Yes,"Constellation could refer to Constellation Brands, which is a well-known company in the beverage sector. The name similarity indicates they could be the same entity or related."
512,The Sherwin-Williams,The Sherwin-Williams,SHERWIN-WILLIAMS CO,0.7844729771204887,The Sherwin-Williams | The Sherwin-Williams,SHERWIN-WILLIAMS CO,Yes,"The Sherwin-Williams and SHERWIN-WILLIAMS CO. refer to the same company, with 'The Sherwin-Williams' being a common reference to the brand and 'SHERWIN-WILLIAMS CO.' being the official corporate name."
513,CA.I.VI.P,CA.I.VI.P,PVH CORP,0.4199199164298456,CA.I.VI.P | CA.I.VI.P,PVH CORP,No,CA.I.VI.P and PVH Corp are distinct entities with no publicly known corporate or brand relationship.
514,Schering-Plough,Bayer,BAYER AG,0.6542647714619154,Schering-Plough | Bayer,BAYER AG,No,"Schering-Plough and Bayer are distinct entities. Schering-Plough was merged into Merck & Co., while Bayer AG is a separate company. Both operate independently despite any past collaborations or transactions."
515,Bayer Advanced,Bayer,BAYER AG,0.6252216992870949,Bayer Advanced | Bayer,BAYER AG,Yes,"Bayer Advanced is a brand under the consumer division of Bayer AG, which is the parent company. Therefore, they are related through a parent-subsidiary relationship."
516,Prospect Farms,Tyson Foods,TYSON FOODS INC  -CL A,0.6018470873979339,Prospect Farms | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"Entity 2, TYSON FOODS INC -CL A, refers to Tyson Foods, which is explicitly mentioned in Entity 1 alongside Prospect Farms, indicating that they are related."
517,Dagoba,Dagoba,ODP CORP,0.2866027311669468,Dagoba | Dagoba,ODP CORP,No,"Dagoba is a brand of chocolate, while ODP Corp is an office supply company. There is no known corporate relationship between them."
518,Tenuta C Bolani,Tenuta C Bolani,CONSTELLATION BRANDS,0.3262047738614862,Tenuta C Bolani | Tenuta C Bolani,CONSTELLATION BRANDS,Yes,"Tenuta C Bolani is a brand owned by Constellation Brands, which is a multinational beverage alcohol company."
519,Lily's Sweets,Hershey,HERSHEY CO,0.6106716344508115,Lily's Sweets | Hershey,HERSHEY CO,Yes,"Hershey Co., also known as The Hershey Company, is the parent company of Lily's Sweets, which it acquired."
520,Field Day,Field Day,STEM INC,0.2370846638714539,Field Day | Field Day,STEM INC,No,"There is no indication or known relationship between Field Day and STEM INC, such as ownership or brand affiliation, based on available data."
521,Ralph Lauren Home Fragrance,L'Oral,RALPH LAUREN CORP,0.5898841347664169,Ralph Lauren Home Fragrance | L'Oral,RALPH LAUREN CORP,No,"Ralph Lauren Home Fragrance might be a product line under Ralph Lauren's brand, but L'Oréal owning it suggests a licensing deal or a specific product line relationship, not a direct ownership or parent-subsidiary link with Ralph Lauren Corporation."
522,Paso Creek,Constellation Brands,CONSTELLATION BRANDS,0.633459097370397,Paso Creek | Constellation Brands,CONSTELLATION BRANDS,Yes,"Constellation Brands is the parent company, and Paso Creek is a brand under Constellation Brands."
523,Stemmari,Stemmari,CONSTELLATION BRANDS,0.3187265666581014,Stemmari | Stemmari,CONSTELLATION BRANDS,No,"Stemmari is a wine label owned by the Italian company Gruppo Mezzacorona, not directly associated with Constellation Brands."
524,KeVita,PepsiCo,PEPSICO INC,0.5918877296566591,KeVita | PepsiCo,PEPSICO INC,Yes,"KeVita is a brand owned by PepsiCo, and PEPSICO INC refers to the parent company."
525,Stoneleigh Vineyards,Stoneleigh Vineyards,CONSTELLATION BRANDS,0.4038445747540028,Stoneleigh Vineyards | Stoneleigh Vineyards,CONSTELLATION BRANDS,Yes,Stoneleigh Vineyards is a brand owned by Constellation Brands.
526,Mondelez,Mondelez International,MONDELEZ INTERNATIONAL INC,0.8062977398368729,Mondelez | Mondelez International,MONDELEZ INTERNATIONAL INC,Yes,"Mondelez International and MONDELEZ INTERNATIONAL INC refer to the same company, as they are different representations of the same global snacking company."
527,Mondelez Global,Mondelez International,MONDELEZ INTERNATIONAL INC,0.8064329754178453,Mondelez Global | Mondelez International,MONDELEZ INTERNATIONAL INC,Yes,"Mondelez Global and Mondelez International are parts of the same corporate entity as Mondelez International Inc., which is the parent company."
528,Tazo,Tazo,STARBUCKS CORP,0.372191849442793,Tazo | Tazo,STARBUCKS CORP,Yes,"Tazo is a tea brand that was owned by Starbucks Corporation until 2017, indicating a previous parent-subsidiary relationship."
529,Lowe's,Lowe's,LOWE'S COS INC,0.7317841828934278,Lowe's | Lowe's,LOWE'S COS INC,Yes,"Lowe's and LOWE'S COS INC refer to the same company; Lowe's is a retail brand, and Lowe's Companies, Inc. is its formal corporate name."
530,Heluva Good!,Heluva Good!,HORMEL FOODS CORP,0.3749592873114939,Heluva Good! | Heluva Good!,HORMEL FOODS CORP,Yes,"Heluva Good! is a brand owned by Dairy Farmers of America, which is a subsidiary brand managed under Hormel Foods Corporation."
531,Conagra Foods,ConAgra Foods,CONAGRA BRANDS INC,0.738851610528353,Conagra Foods | ConAgra Foods,CONAGRA BRANDS INC,Yes,"ConAgra Foods, which is often stylized as Conagra Foods, is a former name for Conagra Brands Inc. The company underwent rebranding and changed its name to Conagra Brands Inc."
532,Estancia Winery,Constellation Brands,CONSTELLATION BRANDS,0.6468661464141809,Estancia Winery | Constellation Brands,CONSTELLATION BRANDS,Yes,"Estancia Winery is a brand owned by Constellation Brands, which means both entities are related through a parent brand relationship with Constellation Brands."
533,Plum,Campbell Soup,CAMPBELL SOUP CO,0.6634847435671505,Plum | Campbell Soup,CAMPBELL SOUP CO,Yes,"Plum is a brand owned by Campbell Soup, which is a company under CAMPBELL SOUP CO."
534,Evolution Fresh,Starbucks Coffee,STARBUCKS CORP,0.5526629473934128,Evolution Fresh | Starbucks Coffee,STARBUCKS CORP,Yes,"Evolution Fresh is a brand owned by Starbucks Corp, which includes Starbucks Coffee."
535,Metro Plus,Metro Plus,METRO INC,0.6024771154834179,Metro Plus | Metro Plus,METRO INC,Yes,"Metro Plus is a brand operated by METRO INC, a Canadian food retailer."
536,Mondelez International,Mondelez International,MONDELEZ INTERNATIONAL INC,0.8073372934958702,Mondelez International | Mondelez International,MONDELEZ INTERNATIONAL INC,Yes,"Both names refer to the same company, as 'Mondelez International' is often used interchangeably with the legal name 'Mondelez International Inc.'"
537,Olive Garden,Olive Garden,DARDEN RESTAURANTS INC,0.4414806725408688,Olive Garden | Olive Garden,DARDEN RESTAURANTS INC,Yes,Olive Garden is a brand owned by Darden Restaurants Inc.
538,Zico Beverages,The Coca-Cola Company,COCA-COLA CO,0.6154364457710686,Zico Beverages | The Coca-Cola Company,COCA-COLA CO,Yes,"Zico Beverages is owned by The Coca-Cola Company, and COCA-COLA CO refers to The Coca-Cola Company."
539,Unibroue,Unibroue,MOLSON COORS BEVERAGE CO,0.448486548360256,Unibroue | Unibroue,MOLSON COORS BEVERAGE CO,Yes,Unibroue is a brewery that is owned by Molson Coors Beverage Company.
540,Barq's,The Coca-Cola Company,COCA-COLA CO,0.5743192592745111,Barq's | The Coca-Cola Company,COCA-COLA CO,Yes,"Barq's is a brand owned by The Coca-Cola Company, and COCA-COLA CO refers to The Coca-Cola Company. Therefore, they refer to the same corporate entity."
541,Sturm Foods,Sturm Foods,HORMEL FOODS CORP,0.4863751038453827,Sturm Foods | Sturm Foods,HORMEL FOODS CORP,Yes,Sturm Foods is a subsidiary of Hormel Foods Corporation.
542,North American Coffee,North American Coffee,STARBUCKS CORP,0.4792661072049685,North American Coffee | North American Coffee,STARBUCKS CORP,No,North American Coffee is not a known brand or subsidiary directly related to Starbucks Corporation.
543,Hogue Cellars,Constellation Brands,CONSTELLATION BRANDS,0.685728344366803,Hogue Cellars | Constellation Brands,CONSTELLATION BRANDS,Yes,"Hogue Cellars is a brand owned by Constellation Brands, making them part of the same corporate entity."
544,GlamGlow,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5397648598955305,GlamGlow | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"GlamGlow is a brand owned by Estee Lauder Companies Inc, which is the parent company of Este Lauder."
545,Mendlez Global,Mendlez Global,MONDELEZ INTERNATIONAL INC,0.4267073852231363,Mendlez Global | Mendlez Global,MONDELEZ INTERNATIONAL INC,No,"There is no known relationship between 'Mendlez Global' and 'Mondelez International Inc'. Mondelez International is a well-established global food and beverage manufacturer, while 'Mendlez Global' appears to be a variant or unrelated entity with no publicly verified connection."
546,John Smith's,John Smith's,SMUCKER (JM) CO,0.3815521107693008,John Smith's | John Smith's,SMUCKER (JM) CO,Yes,John Smith's is a brand owned by The J.M. Smucker Company.
547,Lowe's Companies,Lowe's Companies,LOWE'S COS INC,0.7684921767310552,Lowe's Companies | Lowe's Companies,LOWE'S COS INC,Yes,"Lowe's Companies and LOWE'S COS INC refer to the same corporate entity. Both names indicate the same company, with the second being an abbreviated form often used in financial contexts."
548,Nobilo Wines,Constellation Brands,CONSTELLATION BRANDS,0.6219389914036366,Nobilo Wines | Constellation Brands,CONSTELLATION BRANDS,Yes,"Nobilo Wines is owned by Constellation Brands, so they are related through a parent-subsidiary relationship."
549,Interbake Foods,George Weston,WESTON (GEORGE) LTD,0.6000182262604576,Interbake Foods | George Weston,WESTON (GEORGE) LTD,Yes,"Interbake Foods is a subsidiary of George Weston Ltd, which is sometimes referred to simply as George Weston or GEORGE WESTON LTD. Therefore, they are connected within the same corporate structure."
550,McDonald's,McDonald's,MCDONALD'S CORP,0.676998919830429,McDonald's | McDonald's,MCDONALD'S CORP,Yes,"McDonald's is a brand owned by McDonald's Corporation, making them the same company."
551,Provigo Distribution,George Weston,LOBLAW COS LTD,0.5370236290187436,Provigo Distribution | George Weston,LOBLAW COS LTD,Yes,"Provigo Distribution is a subsidiary of Loblaw Companies Limited, which is a subsidiary of George Weston Limited."
552,Kelsen Group,Campbell Soup,CAMPBELL SOUP CO,0.6454459882169612,Kelsen Group | Campbell Soup,CAMPBELL SOUP CO,Yes,"Campbell Soup Co is the parent company of Kelsen Group, thus both entities refer to the same corporate structure."
553,Stacktek,Constellation Brands,CONSTELLATION BRANDS,0.720222996854173,Stacktek | Constellation Brands,CONSTELLATION BRANDS,Yes,"Constellation Brands is the parent company, and any mention of it likely refers to the same overall corporate entity, regardless of a specific relationship with Stacktek."
554,Procter & Gamble Prestige,Procter & Gamble,PROCTER & GAMBLE CO,0.706181332784941,Procter & Gamble Prestige | Procter & Gamble,PROCTER & GAMBLE CO,Yes,"Procter & Gamble Prestige is a division of Procter & Gamble, and PROCTER & GAMBLE CO is the official name for the parent company, so they refer to the same corporate entity."
555,"Soy Vay Enterprises, Inc,","Soy Vay Enterprises, Inc,",SYSCO CORP,0.4199908074717112,"Soy Vay Enterprises, Inc, | Soy Vay Enterprises, Inc,",SYSCO CORP,No,"Soy Vay Enterprises, Inc. and SYSCO CORP are distinct entities. Soy Vay is a brand known for its sauces and marinades, whereas Sysco Corporation is a distributor of food and related products."
556,Ripple Brand Collective,Hershey,HERSHEY CO,0.6304064117044382,Ripple Brand Collective | Hershey,HERSHEY CO,Yes,"Both entities refer to the Hershey Company. Ripple Brand Collective is a unit within Hershey, known for managing specific brands under Hershey's portfolio."
557,Shock Top,Shock Top,MOLSON COORS BEVERAGE CO,0.410562627157768,Shock Top | Shock Top,MOLSON COORS BEVERAGE CO,No,"Shock Top is a brand of beer owned by Anheuser-Busch InBev, while Molson Coors Beverage Co is a separate company known for brands like Coors and Miller."
558,Milestone Winery,Constellation Brands,CONSTELLATION BRANDS,0.6805276507318123,Milestone Winery | Constellation Brands,CONSTELLATION BRANDS,Yes,"Milestone Winery is a brand or subsidiary under Constellation Brands, which is a parent company."
559,Big Heart Pet Brands,Big Heart Pet Brands,CONAGRA BRANDS INC,0.4757197359998611,Big Heart Pet Brands | Big Heart Pet Brands,CONAGRA BRANDS INC,No,"Big Heart Pet Brands is owned by The J.M. Smucker Company, not Conagra Brands Inc."
560,Saputo Dairy Foods,Saputo Group,SAPUTO INC,0.7203295866818854,Saputo Dairy Foods | Saputo Group,SAPUTO INC,Yes,"Saputo Dairy Foods is a division under Saputo Group, which is a part of Saputo Inc. Therefore, they are related through the parent company, Saputo Inc."
561,Drylands Winery,Constellation Brands,CONSTELLATION BRANDS,0.6011456985641166,Drylands Winery | Constellation Brands,CONSTELLATION BRANDS,Yes,"Drylands Winery is a brand owned by Constellation Brands. The two entities are related through a parent–subsidiary relationship, with Constellation Brands being the parent company."
562,Waste Management,Waste Management,WASTE MANAGEMENT INC,0.7864186671452744,Waste Management | Waste Management,WASTE MANAGEMENT INC,Yes,"Waste Management and Waste Management Inc refer to the same company, a leading provider of waste management services in North America."
563,Crown Imports,Constellation Brands,CONSTELLATION BRANDS,0.7050230689378495,Crown Imports | Constellation Brands,CONSTELLATION BRANDS,Yes,"Crown Imports is a subsidiary or brand associated with Constellation Brands, which means they are part of the same corporate structure."
564,Southern Tier Brewing Co.,Southern Tier Brewing Co.,CONSTELLATION BRANDS,0.455616988046479,Southern Tier Brewing Co. | Southern Tier Brewing Co.,CONSTELLATION BRANDS,No,"Southern Tier Brewing Co. is an independent craft brewery, while Constellation Brands is a large multinational beverage alcohol company. There is no direct ownership or parent–subsidiary relationship between the two entities."
